"RN","ThreAss","ThreCon","intervention","step","Asupp","Bsupp","ABsupp","Apos","Aneg","A","Bpos","Bneg","B","ABpos","ABneg","AB","sr-supporters","sr-opponents","satisfaction-rate","support-rate"
"3","0.2","0.4","0","64","22","17","1","16","5","1","13","4","0","1","0","0","0.7647058823529411","0.7272727272727273","0.75","0.425"
"7","0.2","0.8","0","78","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"5","0.2","0.6","0","70","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"1","0.2","0.2","0","31","19","21","0","14","5","0","15","6","0","0","0","0","0.7142857142857143","0.7368421052631579","0.725","0.525"
"3","0.2","0.4","0","65","22","17","1","16","5","1","13","4","0","1","0","0","0.7647058823529411","0.7272727272727273","0.75","0.425"
"7","0.2","0.8","0","79","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"5","0.2","0.6","0","71","13","25","2","9","3","1","18","7","0","2","0","0","0.72","0.6923076923076923","0.725","0.625"
"3","0.2","0.4","0","66","22","17","1","16","5","1","13","4","0","1","0","0","0.7647058823529411","0.7272727272727273","0.75","0.425"
"7","0.2","0.8","0","80","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"1","0.2","0.2","0","32","19","21","0","14","5","0","15","6","0","0","0","0","0.7142857142857143","0.7368421052631579","0.725","0.525"
"5","0.2","0.6","0","72","8","30","2","6","1","1","23","7","0","2","0","0","0.7666666666666667","0.75","0.775","0.75"
"3","0.2","0.4","0","67","22","17","1","16","5","1","13","4","0","1","0","0","0.7647058823529411","0.7272727272727273","0.75","0.425"
"7","0.2","0.8","0","81","18","20","2","13","4","1","15","5","0","2","0","0","0.75","0.7222222222222222","0.75","0.5"
"3","0.2","0.4","0","68","22","17","1","16","5","1","13","4","0","1","0","0","0.7647058823529411","0.7272727272727273","0.75","0.425"
"5","0.2","0.6","0","73","7","31","2","5","1","1","23","8","0","2","0","0","0.7419354838709677","0.7142857142857143","0.75","0.775"
"7","0.2","0.8","0","82","15","23","2","11","3","1","17","6","0","2","0","0","0.7391304347826086","0.7333333333333333","0.75","0.575"
"1","0.2","0.2","0","33","19","21","0","14","5","0","15","6","0","0","0","0","0.7142857142857143","0.7368421052631579","0.725","0.525"
"5","0.2","0.6","0","74","7","31","2","5","1","1","23","8","0","2","0","0","0.7419354838709677","0.7142857142857143","0.75","0.775"
"3","0.2","0.4","0","69","22","17","1","16","5","1","13","4","0","1","0","0","0.7647058823529411","0.7272727272727273","0.75","0.425"
"7","0.2","0.8","0","83","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"7","0.2","0.8","0","84","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"5","0.2","0.6","0","75","7","31","2","5","1","1","23","8","0","2","0","0","0.7419354838709677","0.7142857142857143","0.75","0.775"
"3","0.2","0.4","0","70","22","17","1","16","5","1","13","4","0","1","0","0","0.7647058823529411","0.7272727272727273","0.75","0.425"
"1","0.2","0.2","0","34","19","21","0","14","5","0","15","6","0","0","0","0","0.7142857142857143","0.7368421052631579","0.725","0.525"
"7","0.2","0.8","0","85","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"5","0.2","0.6","0","76","7","31","2","5","1","1","23","8","0","2","0","0","0.7419354838709677","0.7142857142857143","0.75","0.775"
"7","0.2","0.8","0","86","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"3","0.2","0.4","0","71","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"5","0.2","0.6","0","77","7","31","2","5","1","1","23","8","0","2","0","0","0.7419354838709677","0.7142857142857143","0.75","0.775"
"1","0.2","0.2","0","35","19","21","0","14","5","0","14","6","1","0","0","0","0.6666666666666666","0.7368421052631579","0.7","0.525"
"7","0.2","0.8","0","87","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"3","0.2","0.4","0","72","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"5","0.2","0.6","0","78","7","31","2","5","1","1","23","8","0","2","0","0","0.7419354838709677","0.7142857142857143","0.75","0.775"
"7","0.2","0.8","0","88","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"5","0.2","0.6","0","79","7","31","2","5","1","1","23","8","0","2","0","0","0.7419354838709677","0.7142857142857143","0.75","0.775"
"3","0.2","0.4","0","73","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"1","0.2","0.2","0","36","19","21","0","14","5","0","14","7","0","0","0","0","0.6666666666666666","0.7368421052631579","0.7","0.525"
"7","0.2","0.8","0","89","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"3","0.2","0.4","0","74","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"5","0.2","0.6","0","80","7","31","2","5","1","1","23","8","0","2","0","0","0.7419354838709677","0.7142857142857143","0.75","0.775"
"7","0.2","0.8","0","90","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"3","0.2","0.4","0","75","19","21","0","13","5","1","14","6","1","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"1","0.2","0.2","0","37","19","21","0","14","5","0","14","7","0","0","0","0","0.6666666666666666","0.7368421052631579","0.7","0.525"
"7","0.2","0.8","0","91","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"5","0.2","0.6","0","81","6","33","1","5","1","0","24","9","0","1","0","0","0.7272727272727273","0.8333333333333334","0.75","0.825"
"3","0.2","0.4","0","76","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"7","0.2","0.8","0","92","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"1","0.2","0.2","0","38","19","21","0","14","5","0","14","7","0","0","0","0","0.6666666666666666","0.7368421052631579","0.7","0.525"
"5","0.2","0.6","0","82","5","34","1","4","1","0","25","9","0","1","0","0","0.7352941176470589","0.8","0.75","0.85"
"7","0.2","0.8","0","93","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"3","0.2","0.4","0","77","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"7","0.2","0.8","0","94","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"3","0.2","0.4","0","78","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"1","0.2","0.2","0","39","19","21","0","14","5","0","14","7","0","0","0","0","0.6666666666666666","0.7368421052631579","0.7","0.525"
"7","0.2","0.8","0","95","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"3","0.2","0.4","0","79","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"5","0.2","0.6","0","83","5","34","1","4","1","0","25","9","0","1","0","0","0.7352941176470589","0.8","0.75","0.85"
"1","0.2","0.2","0","40","19","21","0","14","5","0","14","7","0","0","0","0","0.6666666666666666","0.7368421052631579","0.7","0.525"
"7","0.2","0.8","0","96","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"3","0.2","0.4","0","80","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"5","0.2","0.6","0","84","5","34","1","4","1","0","25","9","0","1","0","0","0.7352941176470589","0.8","0.75","0.85"
"7","0.2","0.8","0","97","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"1","0.2","0.2","0","41","19","21","0","14","5","0","14","7","0","0","0","0","0.6666666666666666","0.7368421052631579","0.7","0.525"
"3","0.2","0.4","0","81","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"5","0.2","0.6","0","85","5","34","1","4","1","0","25","9","0","1","0","0","0.7352941176470589","0.8","0.75","0.85"
"7","0.2","0.8","0","98","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"5","0.2","0.6","0","86","5","34","1","4","1","0","25","9","0","1","0","0","0.7352941176470589","0.8","0.75","0.85"
"3","0.2","0.4","0","82","19","21","0","13","5","1","14","6","1","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"1","0.2","0.2","0","42","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"7","0.2","0.8","0","99","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"5","0.2","0.6","0","87","5","34","1","4","1","0","25","9","0","1","0","0","0.7352941176470589","0.8","0.75","0.85"
"1","0.2","0.2","0","43","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"7","0.2","0.8","0","100","14","24","2","9","4","1","17","7","0","2","0","0","0.7083333333333334","0.6428571428571429","0.7","0.6"
"5","0.2","0.6","0","88","5","34","1","4","1","0","25","9","0","1","0","0","0.7352941176470589","0.8","0.75","0.85"
"3","0.2","0.4","0","83","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"5","0.2","0.6","0","89","5","34","1","4","1","0","25","9","0","1","0","0","0.7352941176470589","0.8","0.75","0.85"
"1","0.2","0.2","0","44","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"3","0.2","0.4","0","84","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"5","0.2","0.6","0","90","5","34","1","4","1","0","25","9","0","1","0","0","0.7352941176470589","0.8","0.75","0.85"
"3","0.2","0.4","0","85","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"1","0.2","0.2","0","45","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"3","0.2","0.4","0","86","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"5","0.2","0.6","0","91","6","33","1","4","2","0","24","9","0","1","0","0","0.7272727272727273","0.6666666666666666","0.725","0.825"
"3","0.2","0.4","0","87","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"6","0.2","0.6","1","51","14","24","2","3","9","2","19","5","0","2","0","0","0.7916666666666666","0.21428571428571427","0.6","0.6"
"5","0.2","0.6","0","92","4","35","1","4","0","0","26","9","0","1","0","0","0.7428571428571429","1","0.775","0.875"
"9","0.2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0.2","0.2","0","46","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"3","0.2","0.4","0","88","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"5","0.2","0.6","0","93","4","35","1","4","0","0","26","9","0","1","0","0","0.7428571428571429","1","0.775","0.875"
"6","0.2","0.6","1","52","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"3","0.2","0.4","0","89","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"9","0.2","1","0","1","16","20","4","11","5","0","15","4","1","4","0","0","0.75","0.6875","0.75","0.5"
"5","0.2","0.6","0","94","4","35","1","4","0","0","26","9","0","1","0","0","0.7428571428571429","1","0.775","0.875"
"1","0.2","0.2","0","47","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"6","0.2","0.6","1","53","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"9","0.2","1","0","2","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"5","0.2","0.6","0","95","4","35","1","4","0","0","26","9","0","1","0","0","0.7428571428571429","1","0.775","0.875"
"3","0.2","0.4","0","90","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"6","0.2","0.6","1","54","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"9","0.2","1","0","3","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"5","0.2","0.6","0","96","4","35","1","4","0","0","26","9","0","1","0","0","0.7428571428571429","1","0.775","0.875"
"1","0.2","0.2","0","48","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"3","0.2","0.4","0","91","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"6","0.2","0.6","1","55","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"4","0.2","0.4","1","51","12","26","2","3","9","0","18","8","0","2","0","0","0.6923076923076923","0.25","0.575","0.65"
"5","0.2","0.6","0","97","4","35","1","4","0","0","26","9","0","1","0","0","0.7428571428571429","1","0.775","0.875"
"8","0.2","0.8","1","51","13","25","2","2","10","1","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"3","0.2","0.4","0","92","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"6","0.2","0.6","1","56","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"1","0.2","0.2","0","49","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"2","0.2","0.2","1","51","13","27","0","3","10","0","19","6","2","0","0","0","0.7037037037037037","0.23076923076923078","0.55","0.675"
"4","0.2","0.4","1","52","12","26","2","3","9","0","18","8","0","2","0","0","0.6923076923076923","0.25","0.575","0.65"
"9","0.2","1","0","4","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"5","0.2","0.6","0","98","4","35","1","4","0","0","26","9","0","1","0","0","0.7428571428571429","1","0.775","0.875"
"8","0.2","0.8","1","52","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"3","0.2","0.4","0","93","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"9","0.2","1","0","5","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"6","0.2","0.6","1","57","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"5","0.2","0.6","0","99","4","35","1","4","0","0","26","9","0","1","0","0","0.7428571428571429","1","0.775","0.875"
"4","0.2","0.4","1","53","12","26","2","3","9","0","18","8","0","2","0","0","0.6923076923076923","0.25","0.575","0.65"
"2","0.2","0.2","1","52","11","29","0","3","8","0","20","8","1","0","0","0","0.6896551724137931","0.2727272727272727","0.575","0.725"
"1","0.2","0.2","0","50","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"3","0.2","0.4","0","94","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"8","0.2","0.8","1","53","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"9","0.2","1","0","6","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"6","0.2","0.6","1","58","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"5","0.2","0.6","0","100","4","35","1","4","0","0","26","9","0","1","0","0","0.7428571428571429","1","0.775","0.875"
"2","0.2","0.2","1","53","11","29","0","3","8","0","20","7","2","0","0","0","0.6896551724137931","0.2727272727272727","0.575","0.725"
"4","0.2","0.4","1","54","12","26","2","3","9","0","18","8","0","2","0","0","0.6923076923076923","0.25","0.575","0.65"
"3","0.2","0.4","0","95","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"8","0.2","0.8","1","54","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"1","0.2","0.2","0","51","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"9","0.2","1","0","7","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"6","0.2","0.6","1","59","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"2","0.2","0.2","1","54","11","29","0","3","8","0","20","7","2","0","0","0","0.6896551724137931","0.2727272727272727","0.575","0.725"
"4","0.2","0.4","1","55","12","26","2","3","9","0","18","8","0","2","0","0","0.6923076923076923","0.25","0.575","0.65"
"8","0.2","0.8","1","55","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"3","0.2","0.4","0","96","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"9","0.2","1","0","8","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"1","0.2","0.2","0","52","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"6","0.2","0.6","1","60","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"2","0.2","0.2","1","55","11","29","0","3","8","0","20","7","2","0","0","0","0.6896551724137931","0.2727272727272727","0.575","0.725"
"8","0.2","0.8","1","56","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"4","0.2","0.4","1","56","12","26","2","3","9","0","17","8","1","2","0","0","0.6538461538461539","0.25","0.55","0.65"
"3","0.2","0.4","0","97","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"9","0.2","1","0","9","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"6","0.2","0.6","1","61","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"2","0.2","0.2","1","56","12","28","0","3","9","0","19","8","1","0","0","0","0.6785714285714286","0.25","0.55","0.7"
"1","0.2","0.2","0","53","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"3","0.2","0.4","0","98","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"4","0.2","0.4","1","57","12","26","2","3","9","0","17","8","1","2","0","0","0.6538461538461539","0.25","0.55","0.65"
"8","0.2","0.8","1","57","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"9","0.2","1","0","10","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"6","0.2","0.6","1","62","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"2","0.2","0.2","1","57","13","27","0","3","10","0","19","7","1","0","0","0","0.7037037037037037","0.23076923076923078","0.55","0.675"
"4","0.2","0.4","1","58","12","26","2","3","9","0","17","8","1","2","0","0","0.6538461538461539","0.25","0.55","0.65"
"3","0.2","0.4","0","99","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"9","0.2","1","0","11","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"10","0.2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","0.2","0.8","1","58","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"6","0.2","0.6","1","63","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"1","0.2","0.2","0","54","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"2","0.2","0.2","1","58","13","27","0","3","10","0","19","7","1","0","0","0","0.7037037037037037","0.23076923076923078","0.55","0.675"
"9","0.2","1","0","12","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"3","0.2","0.4","0","100","19","21","0","13","5","1","15","6","0","0","0","0","0.7142857142857143","0.6842105263157895","0.7","0.525"
"4","0.2","0.4","1","59","12","26","2","3","9","0","17","9","0","2","0","0","0.6538461538461539","0.25","0.55","0.65"
"6","0.2","0.6","1","64","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"2","0.2","0.2","1","59","13","27","0","3","10","0","19","7","1","0","0","0","0.7037037037037037","0.23076923076923078","0.55","0.675"
"8","0.2","0.8","1","59","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"10","0.2","1","1","1","16","20","4","11","5","0","15","4","1","4","0","0","0.75","0.6875","0.75","0.5"
"9","0.2","1","0","13","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"2","0.2","0.2","1","60","13","27","0","3","10","0","19","7","1","0","0","0","0.7037037037037037","0.23076923076923078","0.55","0.675"
"6","0.2","0.6","1","65","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"8","0.2","0.8","1","60","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"10","0.2","1","1","2","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"4","0.2","0.4","1","60","12","26","2","3","9","0","17","9","0","2","0","0","0.6538461538461539","0.25","0.55","0.65"
"1","0.2","0.2","0","55","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"8","0.2","0.8","1","61","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"2","0.2","0.2","1","61","7","33","0","1","6","0","21","11","1","0","0","0","0.6363636363636364","0.14285714285714285","0.55","0.825"
"6","0.2","0.6","1","66","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"10","0.2","1","1","3","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"4","0.2","0.4","1","61","12","26","2","3","9","0","17","9","0","2","0","0","0.6538461538461539","0.25","0.55","0.65"
"9","0.2","1","0","14","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"8","0.2","0.8","1","62","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"6","0.2","0.6","1","67","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"2","0.2","0.2","1","62","6","34","0","0","6","0","21","12","1","0","0","0","0.6176470588235294","0","0.525","0.85"
"4","0.2","0.4","1","62","12","26","2","3","9","0","17","9","0","2","0","0","0.6538461538461539","0.25","0.55","0.65"
"10","0.2","1","1","4","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"1","0.2","0.2","0","56","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"9","0.2","1","0","15","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"8","0.2","0.8","1","63","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"6","0.2","0.6","1","68","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"10","0.2","1","1","5","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"4","0.2","0.4","1","63","12","26","2","3","9","0","17","9","0","2","0","0","0.6538461538461539","0.25","0.55","0.65"
"1","0.2","0.2","0","57","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"2","0.2","0.2","1","63","6","34","0","0","6","0","21","12","1","0","0","0","0.6176470588235294","0","0.525","0.85"
"11","0.4","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","0.2","1","0","16","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"8","0.2","0.8","1","64","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"6","0.2","0.6","1","69","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"10","0.2","1","1","6","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"4","0.2","0.4","1","64","12","26","2","3","9","0","17","9","0","2","0","0","0.6538461538461539","0.25","0.55","0.65"
"8","0.2","0.8","1","65","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"2","0.2","0.2","1","64","6","34","0","0","6","0","21","12","1","0","0","0","0.6176470588235294","0","0.525","0.85"
"9","0.2","1","0","17","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"10","0.2","1","1","7","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"11","0.4","0.2","0","1","16","20","4","11","5","0","15","4","1","4","0","0","0.75","0.6875","0.75","0.5"
"6","0.2","0.6","1","70","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"1","0.2","0.2","0","58","19","21","0","13","5","1","14","7","0","0","0","0","0.6666666666666666","0.6842105263157895","0.675","0.525"
"8","0.2","0.8","1","66","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
"4","0.2","0.4","1","65","12","26","2","3","9","0","17","9","0","2","0","0","0.6538461538461539","0.25","0.55","0.65"
"2","0.2","0.2","1","65","6","34","0","0","6","0","21","12","1","0","0","0","0.6176470588235294","0","0.525","0.85"
"11","0.4","0.2","0","2","18","21","1","14","3","1","14","6","1","1","0","0","0.6666666666666666","0.7777777777777778","0.725","0.525"
"10","0.2","1","1","8","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"6","0.2","0.6","1","71","14","24","2","2","11","1","20","4","0","2","0","0","0.8333333333333334","0.14285714285714285","0.6","0.6"
"8","0.2","0.8","1","67","13","25","2","2","11","0","20","4","1","2","0","0","0.8","0.15384615384615385","0.6","0.625"
